measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,United Kingdom,Female,25+ years,Pancreatic cancer,Percent,2019,0.020212395924452092,0.021585189900549695,0.01811942968751161
Deaths,Finland,Male,25+ years,Pancreatic cancer,Percent,2019,0.02300997211388201,0.02540910418712477,0.020847124582847487
Deaths,Finland,Female,25+ years,Pancreatic cancer,Percent,2019,0.02645679689078986,0.029694093318570435,0.022746482349250873
Deaths,Denmark,Male,25+ years,Stomach cancer,Percent,2019,0.011090179664897686,0.011952406187850742,0.010211447306014287
Deaths,Denmark,Female,25+ years,Stomach cancer,Percent,2019,0.007319518968868616,0.008111482054080521,0.006487695703692689
Deaths,Denmark,Male,25+ years,Liver cancer,Percent,2019,0.008612843754332746,0.009693361836908944,0.00752964289443961
Deaths,Denmark,Female,25+ years,Liver cancer,Percent,2019,0.0047742934624786055,0.0054476241821826326,0.004096403535201148
Deaths,United Kingdom,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0006442249522654453,0.0006826972480047754,0.0005548984897641162
Deaths,United Kingdom,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.0005382672759591289,0.0007638307835392022,0.0004049817083075084
Deaths,Switzerland,Male,25+ years,Stomach cancer,Percent,2019,0.012960797020726606,0.014061026405816473,0.011876497759767277
Deaths,Switzerland,Female,25+ years,Stomach cancer,Percent,2019,0.008684594854318328,0.009737478264095246,0.007342895576010778
Deaths,Switzerland,Male,25+ years,Liver cancer,Percent,2019,0.015763979145137007,0.017854464710044947,0.01393967326004799
Deaths,Switzerland,Female,25+ years,Liver cancer,Percent,2019,0.006649086256716225,0.007537771422840203,0.005656182041900412
Deaths,Japan,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.00022208856492465293,0.0002428844833061807,0.00013559979947251
Deaths,Japan,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.0001147463898371608,0.00014137073651784428,7.424129844772984e-05
Deaths,Japan,Male,25+ years,Leukemia,Percent,2019,0.008216753380871957,0.00872920271946653,0.007385356710324216
Deaths,Japan,Female,25+ years,Leukemia,Percent,2019,0.005615740153010026,0.006262105491493619,0.004258844797399403
Deaths,Iceland,Male,25+ years,Pancreatic cancer,Percent,2019,0.023168625903734977,0.02528725507561503,0.020791342989561267
Deaths,Iceland,Female,25+ years,Pancreatic cancer,Percent,2019,0.02097417832581535,0.023835346221193047,0.017425590523314625
Deaths,Denmark,Male,25+ years,Pancreatic cancer,Percent,2019,0.021035298583200742,0.023077509956597003,0.018975512286296674
Deaths,Denmark,Female,25+ years,Pancreatic cancer,Percent,2019,0.022435601713640087,0.025139919422984876,0.019640270551590438
Deaths,Denmark,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0006309796062732867,0.0007930668889857969,0.00044579252903297024
Deaths,Denmark,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.0004236200179037864,0.000534467782239633,0.0002453334821075649
Deaths,France,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0005631700772149895,0.0007005582396731685,0.00043239286835950467
Deaths,France,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.00043449371725219664,0.0006189077902927872,0.0003290621159522084
Deaths,France,Male,25+ years,Leukemia,Percent,2019,0.013952172350586116,0.01581480218916646,0.012184916221030257
Deaths,France,Female,25+ years,Leukemia,Percent,2019,0.011331314252041863,0.01324355654441395,0.008152481719471352
Deaths,Republic of Korea,Male,25+ years,Stomach cancer,Percent,2019,0.046385895846585964,0.05148165485534392,0.041459863053945244
Deaths,Republic of Korea,Female,25+ years,Stomach cancer,Percent,2019,0.0301175996731733,0.034219419924566126,0.02558343363202738
Deaths,Republic of Korea,Male,25+ years,Liver cancer,Percent,2019,0.0631204590950621,0.07040260929817893,0.05609796869029695
Deaths,Republic of Korea,Female,25+ years,Liver cancer,Percent,2019,0.026025884233260736,0.03008332512619857,0.02188980807866176
Deaths,Denmark,Male,25+ years,Leukemia,Percent,2019,0.011984786328789725,0.01359781307926318,0.010501499946152027
Deaths,Denmark,Female,25+ years,Leukemia,Percent,2019,0.00852811377012282,0.010069959718077424,0.007218031876208659
Deaths,Iceland,Male,25+ years,Stomach cancer,Percent,2019,0.015269510368916843,0.016491159137033785,0.013792247438674856
Deaths,Iceland,Female,25+ years,Stomach cancer,Percent,2019,0.00972460034437316,0.011015249931587964,0.008071721680975183
Deaths,Iceland,Male,25+ years,Liver cancer,Percent,2019,0.009628231363356863,0.010816332324600254,0.008618671302511436
Deaths,Iceland,Female,25+ years,Liver cancer,Percent,2019,0.00489899880027175,0.005636307698080337,0.004112243561541176
Deaths,Republic of Korea,Male,25+ years,Pancreatic cancer,Percent,2019,0.02263969647691558,0.02547644784143966,0.01998149059701561
Deaths,Republic of Korea,Female,25+ years,Pancreatic cancer,Percent,2019,0.023755105436031175,0.026495883166559667,0.020613145611717232
Deaths,Australia,Male,25+ years,Stomach cancer,Percent,2019,0.011736765839161062,0.01273093514548094,0.010750899178185155
Deaths,Australia,Female,25+ years,Stomach cancer,Percent,2019,0.008059769475882895,0.008946759256749991,0.006852219382217524
Deaths,Australia,Male,25+ years,Liver cancer,Percent,2019,0.013072897303615038,0.014487641363305959,0.011728616630741444
Deaths,Australia,Female,25+ years,Liver cancer,Percent,2019,0.007141042416944901,0.007999591796446189,0.006228037173971853
Deaths,Australia,Male,25+ years,Pancreatic cancer,Percent,2019,0.02102449228136341,0.022956976626499502,0.01924788260922408
Deaths,Australia,Female,25+ years,Pancreatic cancer,Percent,2019,0.021286742438562784,0.02379118804683976,0.018476270426413505
Deaths,Finland,Male,25+ years,Stomach cancer,Percent,2019,0.011961554035279378,0.012976146519244752,0.010983654369976281
Deaths,Finland,Female,25+ years,Stomach cancer,Percent,2019,0.009811363711829014,0.010941012475578887,0.008494734146580751
Deaths,Finland,Male,25+ years,Liver cancer,Percent,2019,0.01131707545091041,0.012525473474299512,0.010130264276297617
Deaths,Finland,Female,25+ years,Liver cancer,Percent,2019,0.006918394550370698,0.00785863852742712,0.006000030124208431
Deaths,United Kingdom,Male,25+ years,Leukemia,Percent,2019,0.010852663771808178,0.011298144824105112,0.010105923741435987
Deaths,United Kingdom,Female,25+ years,Leukemia,Percent,2019,0.007735171595505885,0.008265374338714495,0.006728198045840056
Deaths,Austria,Male,25+ years,Stomach cancer,Percent,2019,0.014581395482028832,0.015710583709932557,0.013497246864025272
Deaths,Austria,Female,25+ years,Stomach cancer,Percent,2019,0.010648298658751396,0.011741497461711865,0.009292279216960922
Deaths,Canada,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0005240972231409718,0.0006495413668820601,0.00041353408173122814
Deaths,Canada,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.00042222973705178894,0.0005862833408487077,0.00030971621237355627
Deaths,Canada,Male,25+ years,Leukemia,Percent,2019,0.013170752017236127,0.014785733791225462,0.011594509094592897
Deaths,Canada,Female,25+ years,Leukemia,Percent,2019,0.009615117847780555,0.01093512986031616,0.008298964624724426
Deaths,New Zealand,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0006148928409341523,0.0007752312885988352,0.00048569721147956454
Deaths,New Zealand,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.0005743179692926346,0.0007516874529869875,0.0004006375364662825
Deaths,New Zealand,Male,25+ years,Leukemia,Percent,2019,0.012612529580961032,0.013775077893602316,0.011415176964822662
Deaths,New Zealand,Female,25+ years,Leukemia,Percent,2019,0.009015872361207277,0.009943836226518267,0.007811852001520765
Deaths,Italy,Male,25+ years,Stomach cancer,Percent,2019,0.02354682197535532,0.02484313053302253,0.02160899405346186
Deaths,Italy,Female,25+ years,Stomach cancer,Percent,2019,0.016961736211374208,0.01839081011575303,0.01454804952449342
Deaths,Italy,Male,25+ years,Liver cancer,Percent,2019,0.014916466392308288,0.016297430247810482,0.013333321338759191
Deaths,Italy,Female,25+ years,Liver cancer,Percent,2019,0.007025994876072231,0.007619068556243052,0.006050875908498111
Deaths,Italy,Male,25+ years,Pancreatic cancer,Percent,2019,0.022402836129904444,0.02366959159530766,0.020645056864429627
Deaths,Italy,Female,25+ years,Pancreatic cancer,Percent,2019,0.022710222005015893,0.02479390752475684,0.019488799570708416
Deaths,Italy,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0007778094429822899,0.0008579710744569231,0.0006370324062693527
Deaths,Italy,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.0006484147082911135,0.0009842979205424113,0.0005009671639235365
Deaths,Italy,Male,25+ years,Leukemia,Percent,2019,0.01270424889121606,0.013623917402516192,0.011525556807632006
Deaths,Italy,Female,25+ years,Leukemia,Percent,2019,0.00937657849756933,0.010212082093020505,0.00773824529521943
Deaths,Germany,Male,25+ years,Pancreatic cancer,Percent,2019,0.022476681714097092,0.024491281304281343,0.02056873833880201
Deaths,Germany,Female,25+ years,Pancreatic cancer,Percent,2019,0.0226014841207945,0.025030732436821936,0.019886657570897272
Deaths,Germany,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0004308188632958441,0.0005274284863570165,0.0003379927435785982
Deaths,Germany,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.0003594682471361074,0.000509726255255249,0.00026879130705077326
Deaths,Germany,Male,25+ years,Leukemia,Percent,2019,0.010947518448384512,0.01235625064494839,0.00969322646605469
Deaths,Germany,Female,25+ years,Leukemia,Percent,2019,0.008373057101167364,0.009495959171700668,0.006612703230786106
Deaths,Republic of Korea,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.00022690692713985916,0.0003002559712987305,0.00010638485432840708
Deaths,Republic of Korea,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.00012915519624494962,0.00016772969265425888,7.104605746558544e-05
Deaths,Republic of Korea,Male,25+ years,Leukemia,Percent,2019,0.006336109213896757,0.007875267818746529,0.004060867650496753
Deaths,Republic of Korea,Female,25+ years,Leukemia,Percent,2019,0.005854072301581406,0.006766519112649196,0.004214188734948701
Deaths,Germany,Male,25+ years,Stomach cancer,Percent,2019,0.016596558969196082,0.017921629232354856,0.015331159659128249
Deaths,Germany,Female,25+ years,Stomach cancer,Percent,2019,0.012524273558927594,0.013947610691681092,0.010891384978764778
Deaths,Japan,Male,25+ years,Stomach cancer,Percent,2019,0.05098624736388111,0.05406369590286957,0.04526286649315674
Deaths,Japan,Female,25+ years,Stomach cancer,Percent,2019,0.03070803843446454,0.0347132209300825,0.023570039116246798
Deaths,Japan,Male,25+ years,Liver cancer,Percent,2019,0.03125405010110872,0.03341257043898968,0.028196959059565242
Deaths,Japan,Female,25+ years,Liver cancer,Percent,2019,0.018041324286041348,0.020478727355836848,0.013999188555970427
Deaths,Germany,Male,25+ years,Liver cancer,Percent,2019,0.010985939933826764,0.012054867526147971,0.009960415232016542
Deaths,Germany,Female,25+ years,Liver cancer,Percent,2019,0.005328981239972015,0.005953168354474853,0.004650204024977504
Deaths,Japan,Male,25+ years,Pancreatic cancer,Percent,2019,0.02629016366943817,0.02781295636885016,0.023612187184225357
Deaths,Japan,Female,25+ years,Pancreatic cancer,Percent,2019,0.0274817419167381,0.03096721939097257,0.02151601699925179
Deaths,Netherlands,Male,25+ years,Stomach cancer,Percent,2019,0.017968720138512462,0.01944135422336669,0.01655049808473793
Deaths,Netherlands,Female,25+ years,Stomach cancer,Percent,2019,0.013538052183928156,0.015056221241431893,0.011722675500931748
Deaths,Netherlands,Male,25+ years,Liver cancer,Percent,2019,0.007168419936601749,0.007807297101531938,0.006534315427590845
Deaths,Netherlands,Female,25+ years,Liver cancer,Percent,2019,0.004871291203931996,0.005496679961022143,0.004231297609504874
Deaths,Canada,Male,25+ years,Stomach cancer,Percent,2019,0.012929075612329834,0.013965964311951289,0.01189147831079327
Deaths,Canada,Female,25+ years,Stomach cancer,Percent,2019,0.009038562559076807,0.009975787919495459,0.0077964628753055334
Deaths,Iceland,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.00043606184710144033,0.0005572919337964451,0.00034510580540164805
Deaths,Iceland,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.00041443976489726706,0.00072490523376679,0.0003028118681823778
Deaths,Iceland,Male,25+ years,Leukemia,Percent,2019,0.01116454227395331,0.012826029271917684,0.009531401095127045
Deaths,Iceland,Female,25+ years,Leukemia,Percent,2019,0.006896056962309137,0.008026269399453672,0.0056447273767781265
Deaths,Canada,Male,25+ years,Liver cancer,Percent,2019,0.012037090541016473,0.013742102288216596,0.010295946115483321
Deaths,Canada,Female,25+ years,Liver cancer,Percent,2019,0.0065535294238204325,0.007397774419197307,0.005635597284141272
Deaths,Canada,Male,25+ years,Pancreatic cancer,Percent,2019,0.02067902093082228,0.022557396257237003,0.018953804611103384
Deaths,Canada,Female,25+ years,Pancreatic cancer,Percent,2019,0.021969573304591955,0.02449338736450853,0.0193297411784234
Deaths,Ireland,Male,25+ years,Stomach cancer,Percent,2019,0.015917457171442464,0.017313891843488825,0.014594847352775244
Deaths,Ireland,Female,25+ years,Stomach cancer,Percent,2019,0.011678039386201872,0.012890955557330908,0.010356787602044889
Deaths,Ireland,Male,25+ years,Liver cancer,Percent,2019,0.00939038448662844,0.010600845618932276,0.008113890283022384
Deaths,Ireland,Female,25+ years,Liver cancer,Percent,2019,0.0065878156510952215,0.007547113686272921,0.005595298084955175
Deaths,Ireland,Male,25+ years,Pancreatic cancer,Percent,2019,0.021316701081231786,0.023451161773746496,0.018946829749959464
Deaths,Ireland,Female,25+ years,Pancreatic cancer,Percent,2019,0.0225420659013414,0.02532093545195745,0.019581569229369763
Deaths,Luxembourg,Male,25+ years,Pancreatic cancer,Percent,2019,0.022906988776881018,0.02505707557527726,0.020683562900402352
Deaths,Luxembourg,Female,25+ years,Pancreatic cancer,Percent,2019,0.022618811049725535,0.026225654589773214,0.019618875225743227
Deaths,Austria,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0004631321043675392,0.0005888800083427118,0.00036300206014975445
Deaths,Austria,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.00041122805699475676,0.0006991983860863442,0.00030194198067239004
Deaths,Luxembourg,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.00044993967964111585,0.0005762667560231997,0.0003614328029124026
Deaths,Luxembourg,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.000491051150671842,0.000807013831342132,0.00037487028174081733
Deaths,Australia,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0005279118740554229,0.000653019011441782,0.0004114502478827791
Deaths,Australia,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.0004685458525227244,0.0006721852343790257,0.0003556930836280662
Deaths,Australia,Male,25+ years,Leukemia,Percent,2019,0.013024804233966627,0.014631672587036662,0.011465806842440994
Deaths,Australia,Female,25+ years,Leukemia,Percent,2019,0.00977909388042722,0.011057557013854899,0.008044681121496212
Deaths,Ireland,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0006170527577052257,0.0007804728968750738,0.00047434889399499466
Deaths,Ireland,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.0006158064664365822,0.0007829771868282223,0.00041002853748340164
Deaths,Ireland,Male,25+ years,Leukemia,Percent,2019,0.011133699814870647,0.01260757479823653,0.00971326180986625
Deaths,Ireland,Female,25+ years,Leukemia,Percent,2019,0.0076505273352637446,0.00879813536327571,0.006551189973716665
Deaths,Luxembourg,Male,25+ years,Stomach cancer,Percent,2019,0.014718356736833341,0.016039804008646266,0.013359272959808096
Deaths,Luxembourg,Female,25+ years,Stomach cancer,Percent,2019,0.009639587675693078,0.010711702551017948,0.00827894443376048
Deaths,Luxembourg,Male,25+ years,Liver cancer,Percent,2019,0.010359552381362741,0.01343218291678523,0.008039577435797128
Deaths,Luxembourg,Female,25+ years,Liver cancer,Percent,2019,0.007340088145256984,0.008660983818805017,0.005821305483939982
Deaths,Austria,Male,25+ years,Leukemia,Percent,2019,0.011392349515734911,0.01267061849821163,0.010165122202807454
Deaths,Austria,Female,25+ years,Leukemia,Percent,2019,0.008549184232889013,0.009773203962133463,0.006891968049755028
Deaths,United States of America,Male,25+ years,Stomach cancer,Percent,2019,0.007622768274705434,0.007902380804671595,0.0072410471599617
Deaths,United States of America,Female,25+ years,Stomach cancer,Percent,2019,0.005594098813652221,0.005921064206060926,0.005053560021665942
Deaths,United States of America,Male,25+ years,Liver cancer,Percent,2019,0.010993632069213664,0.01239276070981334,0.00940626655638334
Deaths,United States of America,Female,25+ years,Liver cancer,Percent,2019,0.00527301515368285,0.005718531494953098,0.0047594947199861405
Deaths,Norway,Male,25+ years,Pancreatic cancer,Percent,2019,0.021901108777355252,0.02318751932920254,0.02037253080515661
Deaths,Norway,Female,25+ years,Pancreatic cancer,Percent,2019,0.02184806282300401,0.02400295377412681,0.019212364446650525
Deaths,Norway,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0005112538623448146,0.0005670296710480892,0.00037945191322140344
Deaths,Norway,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.0003542681725714744,0.0004315788377382114,0.00022393444851644175
Deaths,Norway,Male,25+ years,Leukemia,Percent,2019,0.007945073305314956,0.008602774722415694,0.007345682961948133
Deaths,Norway,Female,25+ years,Leukemia,Percent,2019,0.005608239621651189,0.006141394756260577,0.004957471218225792
Deaths,Belgium,Male,25+ years,Stomach cancer,Percent,2019,0.013203396573188418,0.014312033012355221,0.012109920301359586
Deaths,Belgium,Female,25+ years,Stomach cancer,Percent,2019,0.009460937898748028,0.010607528691764779,0.008140882976797973
Deaths,Belgium,Male,25+ years,Liver cancer,Percent,2019,0.00962014802042514,0.010601712461070846,0.00857275167625599
Deaths,Belgium,Female,25+ years,Liver cancer,Percent,2019,0.005718361635133842,0.006428834979879924,0.0049505941275598
Deaths,Belgium,Male,25+ years,Pancreatic cancer,Percent,2019,0.018983038294682255,0.020670419622734432,0.017338809658164058
Deaths,Belgium,Female,25+ years,Pancreatic cancer,Percent,2019,0.01998491986406379,0.022292699950563592,0.01744902748683308
Deaths,Sweden,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.00041608160494628816,0.0004929044782537082,0.00033573573248042867
Deaths,Sweden,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.0003365299984787303,0.00044105225022319757,0.0002328672009420671
Deaths,Sweden,Male,25+ years,Leukemia,Percent,2019,0.010820974453910401,0.011646106296279811,0.009919753146318343
Deaths,Sweden,Female,25+ years,Leukemia,Percent,2019,0.008732400617781182,0.009605910120177355,0.0075442863091279766
Deaths,New Zealand,Male,25+ years,Stomach cancer,Percent,2019,0.012991183167402526,0.013974638292176328,0.011931585049135239
Deaths,New Zealand,Female,25+ years,Stomach cancer,Percent,2019,0.008591654908592247,0.009391170616141146,0.0076168240364628045
Deaths,New Zealand,Male,25+ years,Liver cancer,Percent,2019,0.0110118044154422,0.011989554119899406,0.009984829366800676
Deaths,New Zealand,Female,25+ years,Liver cancer,Percent,2019,0.005343389530473911,0.005930960436099046,0.004692114180958721
Deaths,United States of America,Male,25+ years,Pancreatic cancer,Percent,2019,0.019801589632724114,0.020517461463329795,0.018776988428329876
Deaths,United States of America,Female,25+ years,Pancreatic cancer,Percent,2019,0.020040525382202485,0.02119267318462737,0.0181759005931151
Deaths,New Zealand,Male,25+ years,Pancreatic cancer,Percent,2019,0.016920205387872908,0.018433919112532362,0.01544633141364147
Deaths,New Zealand,Female,25+ years,Pancreatic cancer,Percent,2019,0.0183722592609194,0.02037328450339705,0.01621466260995105
Deaths,United States of America,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.000540553368546089,0.000647254944902487,0.0005027435503181891
Deaths,United States of America,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.00047039274483669317,0.0007215869081058262,0.000379815002780517
Deaths,United States of America,Male,25+ years,Leukemia,Percent,2019,0.012044222499284978,0.012675626710594058,0.011235950790474005
Deaths,United States of America,Female,25+ years,Leukemia,Percent,2019,0.009031168196273304,0.009652992037154879,0.008105889556358475
Deaths,Netherlands,Male,25+ years,Pancreatic cancer,Percent,2019,0.024395682423607342,0.026717708411129602,0.022353487184861867
Deaths,Netherlands,Female,25+ years,Pancreatic cancer,Percent,2019,0.025838405817085467,0.02861942842242533,0.022778031419654236
Deaths,Netherlands,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0005974043302341823,0.0007537891850762328,0.00043971693284019494
Deaths,Netherlands,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.0005044333840370038,0.0006370712530162465,0.0003398178886556343
Deaths,Netherlands,Male,25+ years,Leukemia,Percent,2019,0.013431004718807127,0.015017014080718122,0.011968291161831974
Deaths,Netherlands,Female,25+ years,Leukemia,Percent,2019,0.009714803353566524,0.01108442112269078,0.007877314027846603
Deaths,Luxembourg,Male,25+ years,Leukemia,Percent,2019,0.014810242155399828,0.016672660834071314,0.013202692417237618
Deaths,Luxembourg,Female,25+ years,Leukemia,Percent,2019,0.010414103480947526,0.011790615577131881,0.008805822072580871
Deaths,Norway,Male,25+ years,Stomach cancer,Percent,2019,0.012669561784935454,0.013448793547564748,0.011743933370585805
Deaths,Norway,Female,25+ years,Stomach cancer,Percent,2019,0.009468439442049378,0.01043575089521935,0.00830504238273874
Deaths,Norway,Male,25+ years,Liver cancer,Percent,2019,0.006800466569574396,0.007938708110030267,0.005950056544136992
Deaths,Norway,Female,25+ years,Liver cancer,Percent,2019,0.004504714720225484,0.0049194020349520255,0.00393654981965786
Deaths,Austria,Male,25+ years,Liver cancer,Percent,2019,0.013890258238820313,0.015774064531604976,0.012162144363058645
Deaths,Austria,Female,25+ years,Liver cancer,Percent,2019,0.005870360106660204,0.006571364094224259,0.005087249102005208
Deaths,Spain,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.0006230857638043362,0.0007671137175838497,0.0004430693674348697
Deaths,Spain,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.00047568694968815723,0.0005840998802851829,0.00030462090215886066
Deaths,Spain,Male,25+ years,Leukemia,Percent,2019,0.010657596572857628,0.011880975990928078,0.009431535410863267
Deaths,Spain,Female,25+ years,Leukemia,Percent,2019,0.008517411309448622,0.00980626018366581,0.006910304942866436
Deaths,Austria,Male,25+ years,Pancreatic cancer,Percent,2019,0.023324847742238673,0.02524920203478148,0.021507843641059385
Deaths,Austria,Female,25+ years,Pancreatic cancer,Percent,2019,0.02326811869391789,0.025823363576262224,0.020513784639022543
Deaths,Belgium,Male,25+ years,Hodgkin lymphoma,Percent,2019,0.000515613240068228,0.0006372277569804124,0.0004131653652084859
Deaths,Belgium,Female,25+ years,Hodgkin lymphoma,Percent,2019,0.0003907512255230243,0.0005426906668645944,0.0002891625669278909
Deaths,Belgium,Male,25+ years,Leukemia,Percent,2019,0.011837807911877989,0.013276973233128807,0.010390112431976533
Deaths,Belgium,Female,25+ years,Leukemia,Percent,2019,0.009697379755894226,0.011160735002932156,0.007913600893354711
Deaths,Spain,Male,25+ years,Stomach cancer,Percent,2019,0.019494172975246152,0.020950982401203015,0.017948871227023797
Deaths,Spain,Female,25+ years,Stomach cancer,Percent,2019,0.014509345600148296,0.016141274984439218,0.012287047599725702
Deaths,Spain,Male,25+ years,Liver cancer,Percent,2019,0.015551145634982813,0.017152855342873388,0.013912170812961892
Deaths,Spain,Female,25+ years,Liver cancer,Percent,2019,0.007789168752721591,0.008792532188318691,0.0065427678500939316
Deaths,Spain,Male,25+ years,Pancreatic cancer,Percent,2019,0.01823243121464959,0.019817451703877977,0.016572475440074293
Deaths,Spain,Female,25+ years,Pancreatic cancer,Percent,2019,0.018851309467786126,0.021238064097802694,0.015862965891780448
Deaths,Sweden,Male,25+ years,Stomach cancer,Percent,2019,0.01000304910928939,0.010696395094289641,0.009177433556933281
Deaths,Sweden,Female,25+ years,Stomach cancer,Percent,2019,0.007625987924299034,0.0083627080074608,0.0066611558518424215
Deaths,Sweden,Male,25+ years,Liver cancer,Percent,2019,0.00904699511612573,0.009838262409123976,0.0082016424696458
Deaths,Sweden,Female,25+ years,Liver cancer,Percent,2019,0.00434819967012668,0.004768236990665437,0.0038377131966281387
Deaths,Sweden,Male,25+ years,Pancreatic cancer,Percent,2019,0.020646020200073854,0.022126391583052123,0.01907036161764191
Deaths,Sweden,Female,25+ years,Pancreatic cancer,Percent,2019,0.02181380054663119,0.02373384203127151,0.019407186180920993
